20분전부산대강수량,10분전부산대강수량,현재부산대강수량,10분전신천교강수량,현재신천교강수량,현재세병교수위,30분뒤수위,날짜
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-04-25 21:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-16 19:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-07-03 18:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2013-08-02 23:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2015-08-14 11:30
1.56,1.54676034,1.53352274,1.52206785,1.51402084,1.50705185,1.57,2016-03-06 4:00
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.12,2016-04-22 9:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-03-31 18:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2013-09-03 9:40
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-12-09 2:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-01-10 10:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2013-05-21 21:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-03 12:40
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2013-02-06 8:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-08-09 1:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2015-08-02 2:10
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.94,2014-03-06 6:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2016-07-17 11:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-01-19 16:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,0.99,2014-03-03 21:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-02-24 12:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2015-11-22 14:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-10-26 21:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-01-29 12:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-09-19 10:10
1.29,1.30877216,1.32372086,1.33122685,1.33583546,1.3383546,1.37,2014-07-18 17:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2014-02-04 20:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2015-07-10 16:20
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-10-25 20:20
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2014-05-09 11:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-02-24 19:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2016-04-05 12:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-12-13 10:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-05-01 16:10
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.18,2015-06-26 9:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-04-19 3:10
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2016-02-20 15:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-06-05 21:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-09-11 21:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-07-23 2:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-09-09 23:00
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.12,2016-10-02 5:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-08-29 19:50
1.77,1.77292513,1.77791168,1.78133585,1.78264248,1.78156755,1.7,2015-08-25 17:00
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2016-04-24 18:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2014-02-13 19:40
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2016-10-02 18:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-12-04 17:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2014-09-07 12:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2016-03-08 7:30
1.71,1.69579084,1.67959309,1.6603153,1.64230239,1.6261951,1.57,2014-07-18 15:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2013-11-13 14:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2015-06-15 2:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-11 17:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2015-06-25 10:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-12-18 6:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2013-11-06 2:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-10-11 17:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-11-03 2:40
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-26 20:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2015-07-21 17:30
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.2,2015-06-08 7:40
2.11,2.11473859,2.11256424,2.10965265,2.11020849,2.1080333,2.24,2013-05-28 4:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2016-03-01 23:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-03-18 16:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-12-19 10:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2013-08-12 14:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2016-12-31 16:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2013-11-16 9:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2016-10-23 19:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-04-11 3:30
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.93,2015-02-08 5:40
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.21,2015-04-22 9:00
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-10-04 6:50
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.16,2014-10-22 23:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2015-09-29 2:40
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.1,2016-05-09 20:20
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.28,2014-08-27 13:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-30 13:50
1.42,1.41499543,1.40916663,1.4046303,1.40176908,1.39878875,1.55,2013-09-30 8:20
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.94,2014-03-06 6:40
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-11 12:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2013-01-21 19:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-07-02 12:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.1,2014-05-18 22:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.02,2016-03-16 5:10
1.29,1.28906746,1.28596111,1.2789238,1.27214001,1.266085,1.25,2015-07-08 23:40
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.2,2016-07-06 8:10
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-24 15:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-08-14 11:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-09-22 1:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2013-09-24 11:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2016-10-14 17:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-11-19 7:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2013-02-24 6:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2015-01-12 11:50
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2014-12-18 2:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2015-10-21 3:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2016-03-21 21:40
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.12,2014-07-03 14:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2015-06-03 0:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.07,2015-06-11 0:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2016-04-02 19:00
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.18,2014-07-17 8:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-08-27 17:50
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.98,2015-02-22 7:30
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,1,2014-01-17 17:30
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.19,2016-08-03 22:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-12-06 14:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-09-27 0:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-07 8:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2014-03-01 15:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2014-03-28 16:20
0.92,0.92385528,0.92774988,0.9314892,0.93504088,0.9383106,0.93,2015-01-24 7:10
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2013-12-07 6:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-08-07 20:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2013-11-15 8:00
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-08 12:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-04-26 8:30
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.16,2015-07-08 20:00
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-23 12:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.01,2014-02-07 14:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.09,2013-08-14 13:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2014-03-03 5:00
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2015-02-09 0:50
3.45,3.6927896,3.91360625,4.0833753,4.23395315,4.3482315,3.9,2014-08-18 12:50
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.1,2016-07-07 16:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-10-20 14:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-05-02 15:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-23 1:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2016-11-07 12:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-02-21 10:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-09-12 0:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-07-28 18:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2013-11-14 5:10
1,1.00646605,1.01919835,1.03246405,1.04089035,1.04727985,1.04,2016-03-08 23:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2015-11-29 12:00
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2015-03-07 5:20
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-13 19:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-09-19 19:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2016-08-17 16:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2015-06-11 12:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-02-20 1:00
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-12-07 17:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2014-09-17 3:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-10-06 9:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-11-26 0:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-08-08 9:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2014-10-30 12:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-10-06 19:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2013-09-11 18:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.08,2014-07-10 13:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-11-12 18:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-10-02 9:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2016-06-27 22:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-15 17:00
1.12,1.16633018,1.19939153,1.2202142,1.23663233,1.2480357,1.27,2016-10-05 3:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-16 23:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2013-05-18 12:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-08-07 14:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.18,2016-11-16 9:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2016-11-19 16:50
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-24 14:10
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2016-09-20 14:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-10-29 22:10
1.78,1.76119052,1.73765412,1.7155504,1.69541882,1.67703505,1.74,2014-08-21 5:40
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.17,2016-02-12 0:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-21 2:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2015-11-02 5:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.06,2014-06-29 3:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-04-09 11:40
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.13,2013-04-07 5:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2015-02-26 4:40
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.99,2015-02-15 23:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-03-05 0:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-01-30 12:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.06,2016-06-27 10:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-11-14 12:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2016-06-23 15:00
0.92,0.92385528,0.92774988,0.9314892,0.93504088,0.9383106,0.96,2015-01-21 8:10
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.94,2014-02-24 9:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2016-02-24 9:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-11-26 2:30
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.16,2013-06-15 16:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2013-05-14 20:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2015-11-13 3:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.05,2014-07-18 6:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-08-26 4:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,1.03,2014-10-07 19:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-18 21:10
1.03,1.04446692,1.07064042,1.0977281,1.11380857,1.12515245,1.02,2016-09-12 4:20
1.63,1.61141147,1.59317537,1.57622245,1.56079157,1.54706815,1.62,2014-08-21 11:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-07-21 13:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.08,2014-07-26 22:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2015-10-04 14:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.07,2014-04-27 6:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2014-12-28 10:20
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.18,2015-05-16 2:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-12-02 12:10
1.34,1.33057866,1.32138186,1.3128807,1.30520326,1.2984207,1.34,2015-12-11 9:40
