s,10분전부산대강수량,현재부산대강수량,10분전신천교강수량,현재신천교강수량,현재세병교수위,30분뒤수위,날짜
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,0.99,2014-11-13 4:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-09 21:30
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.94,2015-02-09 15:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2014-03-09 1:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2016-12-15 10:20
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.95,2014-12-18 4:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-01 4:30
1.38,1.36931422,1.35887062,1.3492037,1.34045682,1.3327169,1.36,2014-08-04 11:30
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.18,2015-04-13 18:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2013-07-27 8:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2016-07-31 7:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-03-05 4:00
1.35,1.34339865,1.33670675,1.3313721,1.32893965,1.3269968,1.32,2015-04-06 14:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-03 10:00
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-01-25 7:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-03-24 4:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-22 2:10
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-07-04 12:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2014-12-28 11:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-03-19 6:40
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-11-03 9:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-06-27 4:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2015-11-03 6:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-11-03 1:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2014-07-30 17:10
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2016-04-24 5:40
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.2,2015-05-15 6:40
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.11,2015-05-26 3:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-09-01 0:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-06-01 6:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.01,2013-10-28 18:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2013-10-04 17:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-07-29 17:10
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.11,2016-04-18 18:40
1.25,1.24342365,1.23703215,1.23115395,1.22588275,1.22125425,1.25,2015-04-06 22:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-10-21 20:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2014-10-04 7:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-04-08 22:50
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.14,2016-02-21 20:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-01-27 10:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.97,2014-01-07 19:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-01-30 13:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2016-12-09 4:50
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.12,2015-01-06 5:20
1.3,1.2949792,1.2898458,1.28596835,1.2848727,1.28412655,1.27,2013-05-19 9:20
1.21,1.22368164,1.24026179,1.25371025,1.26303394,1.2696451,1.22,2015-04-13 0:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2014-04-27 1:50
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2014-01-25 5:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2016-12-20 16:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-11-28 14:50
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.16,2016-02-04 20:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,1.02,2014-03-28 8:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-08-03 0:10
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.17,2013-05-30 3:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-02 0:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2015-07-10 19:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.1,2016-06-23 21:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-04-14 20:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-10-13 15:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2016-03-24 16:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2014-10-20 3:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2015-08-12 19:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-08-08 18:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-11-09 13:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2015-07-02 22:40
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.17,2013-05-30 21:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2013-05-23 5:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-12 6:30
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.14,2016-02-22 4:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2013-05-15 16:10
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2015-12-02 1:10
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2013-06-06 20:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2016-07-19 22:00
1.3,1.2918431,1.2838931,1.2765577,1.2699497,1.2641245,1.28,2016-04-07 14:20
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.19,2016-05-15 22:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,0.99,2015-01-21 10:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2013-11-27 12:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-12-14 1:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2014-10-02 21:30
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.93,2014-12-09 19:50
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2014-02-25 1:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2013-11-15 19:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2015-10-28 20:00
1.03,1.03351417,1.03679667,1.0407881,1.04691117,1.0526272,1.03,2013-04-23 9:40
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.14,2013-06-20 18:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-06-03 17:10
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2013-12-14 12:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-07-29 22:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.06,2014-05-04 4:50
0.92,0.92385528,0.92774988,0.9314892,0.93504088,0.9383106,0.92,2015-02-12 19:30
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.92,2015-01-03 20:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-12-21 9:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-22 6:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-12-31 11:00
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2013-11-30 8:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-25 8:50
1.06,1.08427409,1.11319124,1.1392516,1.15746614,1.17099375,1.06,2014-05-25 18:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2015-11-15 5:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2016-09-15 6:10
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2014-06-30 11:00
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-05-23 1:40
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.14,2016-06-15 20:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-10-11 3:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-08-04 8:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2014-10-26 0:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-08-07 20:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-28 22:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-11-04 4:50
1.23,1.22405587,1.21828777,1.21299245,1.20825597,1.20410615,1.24,2014-08-05 7:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-04-21 8:40
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.05,2015-05-28 20:10
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2016-06-18 9:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-01-28 0:50
2.56,2.83315004,3.11902274,3.36072385,3.51742214,3.6233063,3.34,2014-08-25 9:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-08-30 17:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2016-09-01 0:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-16 2:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.07,2015-06-27 23:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-12-11 1:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-11-23 2:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-01-27 22:40
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-18 19:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.04,2016-04-20 3:30
1.22,1.21437198,1.20891558,1.2039117,1.19944258,1.1955321,1.22,2015-05-03 1:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-02-08 0:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-10-15 9:40
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.07,2015-03-30 4:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2016-07-08 5:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-02-18 16:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-12-04 13:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-16 8:10
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-02 17:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-01-27 21:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2013-01-13 11:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-12-07 3:20
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2016-09-21 23:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2014-09-15 13:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-11-13 5:50
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2013-06-16 11:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-10-05 4:40
1.22,1.21437198,1.20891558,1.2039117,1.19944258,1.1955321,1.22,2015-05-02 1:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2015-06-19 16:50
1.22,1.21437198,1.20891558,1.2039117,1.19944258,1.1955321,1.22,2016-05-13 9:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2016-08-06 9:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2013-05-18 11:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-02 17:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-04-11 0:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2013-02-19 19:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-10-20 2:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-07-31 19:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-06-27 0:10
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2014-06-02 11:10
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.01,2015-09-29 9:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-02-02 12:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-11-04 11:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-07-20 15:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-13 17:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-11-26 10:10
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2013-06-05 20:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-28 10:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2013-01-02 22:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.08,2013-08-28 13:20
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.98,2013-12-25 22:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2015-07-19 17:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2014-07-11 22:10
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.12,2013-06-09 2:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-07-22 23:40
1.49,1.53157976,1.55896981,1.57530555,1.58878646,1.5970512,1.74,2016-07-03 17:50
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2013-05-27 6:30
1.39,1.37899811,1.36824281,1.35828445,1.34927021,1.34129095,1.37,2015-07-23 13:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2014-02-19 15:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-10-10 6:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2014-05-11 21:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2015-09-22 16:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2015-09-07 14:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-01-16 12:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-06-01 20:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-10-16 13:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2015-07-25 8:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-04-02 20:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2015-06-18 18:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-03-04 14:30
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.93,2015-01-30 20:50
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2014-06-20 1:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-12-07 23:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2016-06-22 14:00
1.23,1.29277552,1.36883462,1.4407923,1.49379132,1.5333272,1.69,2013-11-24 23:30
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-01-07 5:50
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2016-02-03 8:20
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2013-12-02 9:10
1.11,1.11856699,1.12411624,1.12516325,1.12463469,1.1235257,1.11,2013-06-25 19:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-09-30 5:50
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2013-06-04 20:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2016-11-23 12:50
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2014-02-28 19:40
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-10-30 3:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-03-13 14:10
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-11-19 3:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.05,2013-11-10 4:50
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-10-23 2:40
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-18 20:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2013-07-29 21:40
1.27,1.26279143,1.25577653,1.24931545,1.24350953,1.23840235,1.27,2016-05-05 20:50
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-14 12:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-12-29 1:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-07-19 18:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-10-17 14:10
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-12-02 12:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2014-11-28 8:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-11-28 9:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-09-14 14:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2013-11-18 7:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.14,2013-10-21 9:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-03-13 19:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-02 17:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-08-09 0:40
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.94,2016-11-25 22:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2015-10-24 6:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-01-23 11:30
1.24,1.23373976,1.22765996,1.2220732,1.21706936,1.2126802,1.24,2015-07-23 20:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-09-04 7:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-09-23 6:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2016-10-14 15:30
1.44,1.42741756,1.41510376,1.4036882,1.39333716,1.3841612,1.28,2016-03-06 6:50
1.8,1.78117725,1.76897355,1.75892405,1.74596155,1.73320385,1.71,2014-08-15 4:10
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.97,2016-12-10 23:00
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2015-04-25 16:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-30 21:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-04-07 8:10
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.1,2015-03-15 16:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-04-26 22:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-01-15 22:40
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2016-10-25 16:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2014-03-09 0:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2016-11-28 18:30
1.25,1.24342365,1.23703215,1.23115395,1.22588275,1.22125425,1.25,2015-12-07 2:00
1.08,1.08331822,1.08160082,1.0798979,1.07848152,1.07685155,1.07,2014-10-31 15:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-23 11:10
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.16,2014-08-29 7:30
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.15,2016-04-08 1:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2015-10-10 12:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-09-11 1:40
1.22,1.21437198,1.20891558,1.2039117,1.19944258,1.1955321,1.21,2013-02-01 21:10
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.98,2013-02-20 3:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2015-12-03 18:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-07-15 3:50
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2014-01-17 9:10
3.07,3.00589163,2.94277073,2.88385045,2.82991973,2.78173135,2.88,2014-08-25 18:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-02-22 23:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-05-05 6:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-03-05 7:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-01-02 2:20
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.2,2015-05-14 13:10
1.16,1.17739534,1.18975244,1.20309305,1.21281609,1.2189526,1.22,2016-06-22 16:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2015-08-23 17:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2013-05-13 22:30
1.79,1.78221116,1.77789611,1.7709831,1.75928756,1.74693795,1.82,2015-04-19 23:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-21 2:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2016-09-09 21:30
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2016-06-16 21:00
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2014-05-10 14:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-01-17 20:40
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2016-11-22 7:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2016-08-09 1:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-11-25 17:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-09-23 19:30
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2014-06-01 6:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2014-12-02 17:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2015-01-16 11:20
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2013-06-11 13:30
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.16,2015-05-11 6:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-02-20 23:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2015-06-04 15:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2015-01-11 15:10
1.31,1.30152699,1.29326529,1.28563845,1.27876309,1.27269855,1.3,2014-08-27 11:00
1.16,1.15940474,1.15863514,1.15883785,1.16148524,1.16408985,1.14,2014-03-13 11:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-03-23 23:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.98,2015-10-25 23:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-28 9:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2015-11-20 0:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.03,2016-08-26 0:00
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.94,2014-12-03 7:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.09,2014-02-03 10:00
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2016-04-08 21:10
1.64,1.62561606,1.60644346,1.5884199,1.57203136,1.55699835,1.47,2013-04-07 2:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-08-06 12:20
