s,10분전부산대강수량,현재부산대강수량,10분전신천교강수량,현재신천교강수량,현재세병교수위,30분뒤수위,날짜
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2014-09-09 0:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-08-17 7:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2016-12-07 3:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2015-10-27 1:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-02-28 2:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-09-11 8:00
1.29,1.29362556,1.29122406,1.28969725,1.28962141,1.28868225,1.3,2016-04-13 12:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-11-27 6:50
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.07,2015-08-14 21:00
1.47,1.47303783,1.47502738,1.47382285,1.46854978,1.4621509,1.48,2014-10-22 3:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2016-11-12 7:20
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2015-10-10 9:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-10-11 10:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.04,2014-06-30 8:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.03,2015-09-16 3:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-17 23:00
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-10-26 2:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-12-29 10:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-12-24 1:20
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.19,2015-04-12 2:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-10-19 7:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-02-24 3:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-10-21 14:20
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-08-13 18:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2015-07-07 3:40
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2013-12-21 10:50
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2014-09-07 16:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-08-06 22:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-12 15:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2013-12-30 19:30
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2016-02-20 17:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.09,2014-03-26 4:20
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.18,2015-04-07 21:30
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.18,2015-09-27 20:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.09,2016-01-31 13:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-12-04 17:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2015-08-08 4:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2014-09-20 22:40
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.94,2014-03-22 5:40
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2016-03-13 14:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-01-14 1:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-06-06 16:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-01-20 12:50
1.84,1.81477316,1.78999136,1.7669182,1.74587276,1.7271232,1.81,2016-10-05 19:20
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.15,2016-02-11 14:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-01-19 19:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2014-11-18 23:30
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.92,2014-02-04 8:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2015-06-20 18:30
1.34,1.33057866,1.32138186,1.3128807,1.30520326,1.2984207,1.34,2015-12-12 0:30
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.13,2014-06-11 13:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2016-10-04 9:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2015-10-13 19:20
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.16,2016-03-09 6:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-05-31 6:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-06-05 18:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-10-03 8:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-03-22 14:10
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-23 10:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2013-11-30 18:10
1.4,1.388682,1.377615,1.3673652,1.3580836,1.349865,1.33,2015-10-01 14:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-24 22:40
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-05-22 14:20
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.93,2015-01-01 18:20
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2016-02-29 8:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-12-02 13:50
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-18 13:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.04,2016-03-26 1:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-11-19 2:50
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2013-06-16 20:00
1.47,1.46341488,1.45602758,1.45003405,1.44583603,1.441659,1.56,2016-03-06 3:40
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-12-28 5:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2014-01-08 7:10
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.17,2015-05-14 14:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-12-28 5:50
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.18,2014-08-23 14:40
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-24 0:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2013-08-20 21:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-10-18 16:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-04-25 15:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2013-02-22 13:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2014-02-10 17:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-05-03 13:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-17 16:30
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.12,2016-02-27 14:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-07-01 6:50
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.94,2015-03-07 18:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-04-14 15:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-02-23 1:20
1.24,1.23373976,1.22765996,1.2220732,1.21706936,1.2126802,1.24,2016-05-18 15:10
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.99,2016-03-28 8:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2016-07-30 14:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2015-11-19 20:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2016-03-21 12:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2016-10-11 7:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-03-10 13:20
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.93,2015-03-01 17:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2015-06-02 16:10
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2014-07-19 6:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2013-08-17 5:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-09-18 12:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2015-06-21 8:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-07-02 4:40
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2014-06-05 5:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-12-05 1:20
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.21,2014-08-28 16:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-05-03 17:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.14,2016-02-25 12:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-12-03 3:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2014-07-17 17:20
2.26,2.22149654,2.18362334,2.1483097,2.11603514,2.0872333,2.21,2014-08-25 22:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-07-28 17:40
1.26,1.25310754,1.24640434,1.2402347,1.23469614,1.2298283,1.25,2016-05-12 3:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-07-14 0:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2013-11-10 11:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-08-13 0:20
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2014-12-11 8:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.07,2015-07-28 5:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-03-25 18:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2014-10-19 12:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-13 9:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-04-03 7:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-08-29 21:10
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.94,2014-12-13 7:30
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.93,2014-12-18 19:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2013-10-14 8:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2014-04-12 2:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2014-09-28 16:00
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2016-12-13 1:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2016-07-08 4:20
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-06-23 22:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-12-06 5:00
1.21,1.20920879,1.20343929,1.19794765,1.19305559,1.1883142,1.23,2015-04-06 8:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-01-30 9:40
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.16,2015-04-19 2:10
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-20 10:10
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-27 21:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-07-16 22:20
1.77,1.77430973,1.77585488,1.7750419,1.77014588,1.76292165,1.71,2015-08-25 13:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-06-20 12:30
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2016-10-17 18:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2014-01-25 11:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-14 4:50
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-12-20 21:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2016-11-14 0:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-11-26 14:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2013-12-31 16:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-08-09 12:30
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.94,2013-12-14 3:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-08-27 14:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2015-07-07 4:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2016-11-01 18:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2014-10-09 22:10
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2013-12-27 7:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-01-28 11:20
1.23,1.22405587,1.21828777,1.21299245,1.20825597,1.20410615,1.24,2016-05-06 5:40
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2014-08-17 5:20
1.33,1.35516452,1.37105822,1.3800772,1.38843842,1.394009,1.86,2015-07-23 5:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.07,2013-10-11 1:40
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-11-08 6:30
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-10-23 1:30
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-01 21:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-09-29 11:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2015-03-05 4:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-07-26 13:50
1.27,1.26279143,1.25577653,1.24931545,1.24350953,1.23840235,1.27,2015-05-04 7:20
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2015-04-24 8:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-04-28 12:20
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.06,2015-10-30 11:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.94,2015-02-02 20:50
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.21,2015-06-10 7:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.06,2016-02-18 11:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.07,2016-09-22 21:40
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,1,2013-02-06 9:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2013-08-09 23:10
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2014-09-07 15:20
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.16,2016-02-07 19:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.03,2015-02-21 10:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2016-08-15 1:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-10-30 13:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-07-22 15:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2014-05-16 7:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.09,2014-05-10 23:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2015-12-12 21:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2014-01-04 17:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-07 5:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-01-17 21:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-07-01 9:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2016-06-30 17:10
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2013-06-18 14:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.07,2016-07-10 22:40
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.11,2013-05-26 11:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2015-11-18 20:20
1.25,1.24342365,1.23703215,1.23115395,1.22588275,1.22125425,1.25,2015-12-08 6:40
1.39,1.37899811,1.36824281,1.35828445,1.34927021,1.34129095,1.27,2014-03-29 21:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-01-13 1:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2015-06-15 15:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2013-07-21 13:30
1.03,1.04623552,1.06560967,1.0808461,1.08946992,1.09531015,1.03,2013-04-06 5:40
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-10 7:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-24 8:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.04,2013-04-15 4:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-07-25 20:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-07-10 7:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2014-09-06 13:20
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2013-10-05 21:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-03-22 12:00
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.17,2015-05-23 11:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-08-15 4:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-12-04 8:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-04-18 17:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-02-24 16:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-04-30 20:20
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2015-01-25 4:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-23 6:30
1.25,1.24342365,1.23703215,1.23115395,1.22588275,1.22125425,1.25,2015-12-08 0:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2015-07-11 8:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-14 18:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-07-05 8:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-08-03 12:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.1,2016-09-29 15:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2014-11-25 22:20
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.12,2014-06-08 2:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-05-27 6:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-05-25 14:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-09-11 6:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2014-12-24 12:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-12-30 11:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2016-11-16 6:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2013-12-20 19:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2014-10-26 17:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-12-18 15:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.08,2014-06-05 22:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-11-16 9:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-11-02 12:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-10-02 16:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-02-14 2:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.1,2014-06-29 11:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-05-06 2:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-06-24 0:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-12-02 16:50
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2016-03-09 12:20
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.12,2015-05-25 12:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-02-16 6:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2016-10-26 11:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-04-12 20:20
1.22,1.21437198,1.20891558,1.2039117,1.19944258,1.1955321,1.27,2016-09-19 8:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2014-06-29 7:00
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.21,2015-04-30 5:10
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.17,2015-04-30 15:20
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2016-03-26 10:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2016-12-31 8:30
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-01-18 6:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-05-04 21:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2013-08-18 20:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-09-26 21:20
1.96,1.93097984,1.90245764,1.8758872,1.85163344,1.8300118,1.83,2014-08-04 3:50
1.34,1.33057866,1.32138186,1.3128807,1.30520326,1.2984207,1.38,2015-05-12 21:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-12-07 12:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-01-14 0:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-02-10 13:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.07,2015-10-09 12:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-05-03 18:40
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2015-07-14 20:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2015-10-14 15:40
1.38,1.36931422,1.35887062,1.3492037,1.34045682,1.3327169,1.27,2014-03-26 2:40
1.26,1.25310754,1.24640434,1.2402347,1.23469614,1.2298283,1.25,2015-05-13 6:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-01-11 22:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-03-08 6:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-14 4:20
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.98,2013-10-30 18:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2014-10-03 19:30
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2014-10-04 19:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2014-06-06 19:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-10-05 4:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-08-09 20:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-01-20 16:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2014-10-15 23:10
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.93,2015-02-19 5:00
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.1,2014-09-01 17:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2014-07-05 6:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2014-11-02 6:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2014-12-12 17:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2014-11-08 3:20
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-09-12 11:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-10-01 6:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-11-22 17:40
